"species","tree","campaign","date","depthpos","xylemrad","depth","reldepth","flux","WD","height","ASI"
"Hymenaea courbaril","H_BS2_01_03",1,"2015-10-04","H_BS2_01_03:8",28.01,7.5,0.267761513745091,0.741527300691694,0.6855,19.725,2.2143020552001
"Hymenaea courbaril","H_BS2_01_03",1,"2015-10-05","H_BS2_01_03:8",28.01,7.5,0.267761513745091,0.867008687193083,0.6855,19.725,2.2143020552001
"Hymenaea courbaril","H_BS2_01_03",1,"2015-10-06","H_BS2_01_03:8",28.01,7.5,0.267761513745091,0.905584332163917,0.6855,19.725,2.2143020552001
"Hymenaea courbaril","H_BS2_01_03",1,"2015-10-07","H_BS2_01_03:8",28.01,7.5,0.267761513745091,0.885351839520167,0.6855,19.725,2.2143020552001
"Hymenaea courbaril","H_BS2_01_03",1,"2015-10-08","H_BS2_01_03:8",28.01,7.5,0.267761513745091,0.850464649359056,0.6855,19.725,2.2143020552001
"Cordia panamensis","H_BS2_01_20",1,"2015-10-05","H_BS2_01_20:8",14.775,7.5,0.50761421319797,2.49401702740278,0.4274,14.6353325074698,5.40030709241165
"Cordia panamensis","H_BS2_01_20",1,"2015-10-06","H_BS2_01_20:8",14.775,7.5,0.50761421319797,2.6958210835625,0.4274,14.6353325074698,5.40030709241165
"Cordia panamensis","H_BS2_01_20",1,"2015-10-07","H_BS2_01_20:8",14.775,7.5,0.50761421319797,2.696459197125,0.4274,14.6353325074698,5.40030709241165
"Cordia panamensis","H_BS2_01_20",1,"2015-10-08","H_BS2_01_20:8",14.775,7.5,0.50761421319797,2.72960459150694,0.4274,14.6353325074698,5.40030709241165
"Cordia panamensis","H_BS2_01_21",1,"2015-10-05","H_BS2_01_21:8",7.86,7.5,0.954198473282443,2.3612523703125,0.4277,12.0604936329802,2.55268381439124
"Cordia panamensis","H_BS2_01_21",1,"2015-10-06","H_BS2_01_21:8",7.86,7.5,0.954198473282443,2.52093869286806,0.4277,12.0604936329802,2.55268381439124
"Cordia panamensis","H_BS2_01_21",1,"2015-10-07","H_BS2_01_21:8",7.86,7.5,0.954198473282443,2.52852738267361,0.4277,12.0604936329802,2.55268381439124
"Cordia panamensis","H_BS2_01_21",1,"2015-10-08","H_BS2_01_21:8",7.86,7.5,0.954198473282443,2.53729968353472,0.4277,12.0604936329802,2.55268381439124
"Cordia panamensis","H_BS2_02_01",3,"2015-10-30","H_BS2_02_01:8",7.75,7.5,0.967741935483871,0.0519745037120138,0.3944,10.0320581573333,0.891429522428738
"Cordia panamensis","H_BS2_02_01",3,"2015-10-31","H_BS2_02_01:8",7.75,7.5,0.967741935483871,0.0156749791992361,0.3944,10.0320581573333,0.891429522428738
"Cordia panamensis","H_BS2_02_01",3,"2015-11-01","H_BS2_02_01:8",7.75,7.5,0.967741935483871,0,0.3944,10.0320581573333,0.891429522428738
"Cordia panamensis","H_BS2_02_01",3,"2015-11-02","H_BS2_02_01:8",7.75,7.5,0.967741935483871,0.130344315208542,0.3944,10.0320581573333,0.891429522428738
"Cordia panamensis","H_BS2_02_13",3,"2015-10-29","H_BS2_02_13:8",7.785,7.5,0.963391136801541,32.1966681402569,0.3966,9.59588171571015,3.53854376331495
"Cordia panamensis","H_BS2_02_13",3,"2015-10-30","H_BS2_02_13:8",7.785,7.5,0.963391136801541,26.9701918178056,0.3966,9.59588171571015,3.53854376331495
"Cordia panamensis","H_BS2_02_13",3,"2015-10-31","H_BS2_02_13:8",7.785,7.5,0.963391136801541,31.4998716032153,0.3966,9.59588171571015,3.53854376331495
"Cordia panamensis","H_BS2_02_13",3,"2015-11-01","H_BS2_02_13:8",7.785,7.5,0.963391136801541,27.4643727258056,0.3966,9.59588171571015,3.53854376331495
"Cordia panamensis","H_BS2_02_13",3,"2015-11-02","H_BS2_02_13:8",7.785,7.5,0.963391136801541,31.1177829714792,0.3966,9.59588171571015,3.53854376331495
"Bursera simaruba","H_BS2_04_15",1,"2015-10-05","H_BS2_04_15:8",15.24,7.5,0.492125984251969,0.0887154035391667,0.3993,16.45,6.43649463793828
"Bursera simaruba","H_BS2_04_15",1,"2015-10-06","H_BS2_04_15:8",15.24,7.5,0.492125984251969,0,0.3993,16.45,6.43649463793828
"Bursera simaruba","H_BS2_04_15",1,"2015-10-07","H_BS2_04_15:8",15.24,7.5,0.492125984251969,0.131009966385695,0.3993,16.45,6.43649463793828
"Bursera simaruba","H_BS2_04_15",1,"2015-10-08","H_BS2_04_15:8",15.24,7.5,0.492125984251969,0.171225688851389,0.3993,16.45,6.43649463793828
"Cordia alliodora","H_BS2_05_08",1,"2015-10-05","H_BS2_05_08:8",14.335,7.5,0.523194977328218,1.52769000339621,0.634,16.5517636605714,3.44437091337352
"Cordia alliodora","H_BS2_05_08",1,"2015-10-06","H_BS2_05_08:8",14.335,7.5,0.523194977328218,1.63148043167431,0.634,16.5517636605714,3.44437091337352
"Cordia alliodora","H_BS2_05_08",1,"2015-10-07","H_BS2_05_08:8",14.335,7.5,0.523194977328218,1.39007713531042,0.634,16.5517636605714,3.44437091337352
"Cordia alliodora","H_BS2_05_08",1,"2015-10-08","H_BS2_05_08:8",14.335,7.5,0.523194977328218,1.36612413918125,0.634,16.5517636605714,3.44437091337352
"Hymenaea courbaril","H_BS2_05_22",1,"2015-10-06","H_BS2_05_22:8",42.685,7.5,0.17570575143493,0.109140185727083,0.6917,25.55,3.84081705104261
"Hymenaea courbaril","H_BS2_05_22",1,"2015-10-07","H_BS2_05_22:8",42.685,7.5,0.17570575143493,0.110636019322222,0.6917,25.55,3.84081705104261
"Hymenaea courbaril","H_BS2_05_22",1,"2015-10-08","H_BS2_05_22:8",42.685,7.5,0.17570575143493,0,0.6917,25.55,3.84081705104261
"Bursera simaruba","H_BS2_08_01",1,"2015-10-04","H_BS2_08_01:8",27.475,7.5,0.272975432211101,0.0714015681180555,0.3787,18.975,3.04259441925303
"Bursera simaruba","H_BS2_08_01",1,"2015-10-05","H_BS2_08_01:8",27.475,7.5,0.272975432211101,0,0.3787,18.975,3.04259441925303
"Bursera simaruba","H_BS2_08_01",1,"2015-10-06","H_BS2_08_01:8",27.475,7.5,0.272975432211101,0.427911831972223,0.3787,18.975,3.04259441925303
"Bursera simaruba","H_BS2_08_01",1,"2015-10-07","H_BS2_08_01:8",27.475,7.5,0.272975432211101,1.35005244864583,0.3787,18.975,3.04259441925303
"Bursera simaruba","H_BS2_08_01",1,"2015-10-08","H_BS2_08_01:8",27.475,7.5,0.272975432211101,1.7127332028125,0.3787,18.975,3.04259441925303
"Luehea speciosa","H_BS3_01_03",1,"2015-10-03","H_BS3_01_03:8",10.79,7.5,0.695088044485635,31.9833787607083,0.6279,11.075,0.303511038939167
"Luehea speciosa","H_BS3_01_03",1,"2015-10-04","H_BS3_01_03:8",10.79,7.5,0.695088044485635,33.523998729375,0.6279,11.075,0.303511038939167
"Luehea speciosa","H_BS3_01_13",1,"2015-10-05","H_BS3_01_13:8",10.845,7.5,0.691562932226833,2.18662484938472,0.5513,8.325,-0.0355026349650142
"Luehea speciosa","H_BS3_01_13",1,"2015-10-06","H_BS3_01_13:8",10.845,7.5,0.691562932226833,2.14798229129861,0.5513,8.325,-0.0355026349650142
"Luehea speciosa","H_BS3_01_13",1,"2015-10-07","H_BS3_01_13:8",10.845,7.5,0.691562932226833,2.07620237431736,0.5513,8.325,-0.0355026349650142
"Luehea speciosa","H_BS3_01_13",1,"2015-10-08","H_BS3_01_13:8",10.845,7.5,0.691562932226833,2.02153959533889,0.5513,8.325,-0.0355026349650142
"Albizia niopoides","H_BS3_01_23",3,"2015-10-29","H_BS3_01_23:8",10.415,7.5,0.72011521843495,0.617865583572222,0.6138,12.65,8.7306574514113
"Albizia niopoides","H_BS3_01_23",3,"2015-10-30","H_BS3_01_23:8",10.415,7.5,0.72011521843495,0.439238862736111,0.6138,12.65,8.7306574514113
"Albizia niopoides","H_BS3_01_23",3,"2015-10-31","H_BS3_01_23:8",10.415,7.5,0.72011521843495,0.661274587762222,0.6138,12.65,8.7306574514113
"Albizia niopoides","H_BS3_01_23",3,"2015-11-01","H_BS3_01_23:8",10.415,7.5,0.72011521843495,0.866935599767361,0.6138,12.65,8.7306574514113
"Albizia niopoides","H_BS3_01_23",3,"2015-11-02","H_BS3_01_23:8",10.415,7.5,0.72011521843495,0.738001595075,0.6138,12.65,8.7306574514113
"Cordia alliodora","H_BS3_01_37",3,"2015-10-29","H_BS3_01_37:8",8.51,7.5,0.881316098707403,0.0154402207916666,0.6065,12.975,0.963307690679173
"Cordia alliodora","H_BS3_01_37",3,"2015-10-30","H_BS3_01_37:8",8.51,7.5,0.881316098707403,0,0.6065,12.975,0.963307690679173
"Cordia alliodora","H_BS3_01_37",3,"2015-10-31","H_BS3_01_37:8",8.51,7.5,0.881316098707403,0.104418751756944,0.6065,12.975,0.963307690679173
"Cordia alliodora","H_BS3_01_37",3,"2015-11-01","H_BS3_01_37:8",8.51,7.5,0.881316098707403,0.166307203701389,0.6065,12.975,0.963307690679173
"Cordia alliodora","H_BS3_01_37",3,"2015-11-02","H_BS3_01_37:8",8.51,7.5,0.881316098707403,0.121883920136806,0.6065,12.975,0.963307690679173
"Luehea speciosa","H_BS3_02_39",3,"2015-10-29","H_BS3_02_39:8",11.055,7.5,0.67842605156038,11.1347861935069,0.5835,12.1,-0.150024032637381
"Luehea speciosa","H_BS3_02_39",3,"2015-10-30","H_BS3_02_39:8",11.055,7.5,0.67842605156038,8.69777394688195,0.5835,12.1,-0.150024032637381
"Luehea speciosa","H_BS3_02_39",3,"2015-10-31","H_BS3_02_39:8",11.055,7.5,0.67842605156038,10.6526754287222,0.5835,12.1,-0.150024032637381
"Luehea speciosa","H_BS3_02_39",3,"2015-11-01","H_BS3_02_39:8",11.055,7.5,0.67842605156038,9.00688752598611,0.5835,12.1,-0.150024032637381
"Luehea speciosa","H_BS3_02_39",3,"2015-11-02","H_BS3_02_39:8",11.055,7.5,0.67842605156038,8.97599579945833,0.5835,12.1,-0.150024032637381
"Luehea speciosa","H_BS3_05_08",3,"2015-10-29","H_BS3_05_08:8",10.99,7.5,0.682438580527753,7.51074485386292,0.5892,12.975,8.35048876817241
"Luehea speciosa","H_BS3_05_08",3,"2015-10-30","H_BS3_05_08:8",10.99,7.5,0.682438580527753,4.78715893874292,0.5892,12.975,8.35048876817241
"Luehea speciosa","H_BS3_05_08",3,"2015-10-31","H_BS3_05_08:8",10.99,7.5,0.682438580527753,8.24070281889028,0.5892,12.975,8.35048876817241
"Luehea speciosa","H_BS3_05_08",3,"2015-11-01","H_BS3_05_08:8",10.99,7.5,0.682438580527753,7.66372988280451,0.5892,12.975,8.35048876817241
"Luehea speciosa","H_BS3_05_08",3,"2015-11-02","H_BS3_05_08:8",10.99,7.5,0.682438580527753,7.96405790878312,0.5892,12.975,8.35048876817241
"Albizia niopoides","H_BS3_09_16",3,"2015-10-29","H_BS3_09_16:8",14.95,7.5,0.501672240802676,0.517741165513125,0.7688,12.175,2.1113836291086
"Albizia niopoides","H_BS3_09_16",3,"2015-10-30","H_BS3_09_16:8",14.95,7.5,0.501672240802676,0.36185400688625,0.7688,12.175,2.1113836291086
"Albizia niopoides","H_BS3_09_16",3,"2015-10-31","H_BS3_09_16:8",14.95,7.5,0.501672240802676,0.614073345202153,0.7688,12.175,2.1113836291086
"Albizia niopoides","H_BS3_09_16",3,"2015-11-01","H_BS3_09_16:8",14.95,7.5,0.501672240802676,0.820187781569444,0.7688,12.175,2.1113836291086
"Albizia niopoides","H_BS3_09_16",3,"2015-11-02","H_BS3_09_16:8",14.95,7.5,0.501672240802676,0.634095725658681,0.7688,12.175,2.1113836291086
"Hymenaea courbaril","H_DBS3_01_A1",4,"2015-11-05","H_DBS3_01_A1:8",37.23,7.5,0.201450443190975,1.08683642921674,0.6588,24.925,4.28488167120755
"Hymenaea courbaril","H_DBS3_01_A1",4,"2015-11-06","H_DBS3_01_A1:8",37.23,7.5,0.201450443190975,1.17285360070757,0.6588,24.925,4.28488167120755
"Hymenaea courbaril","H_DBS3_01_A1",4,"2015-11-07","H_DBS3_01_A1:8",37.23,7.5,0.201450443190975,1.16633149717701,0.6588,24.925,4.28488167120755
"Hymenaea courbaril","H_DBS3_01_A1",4,"2015-11-08","H_DBS3_01_A1:8",37.23,7.5,0.201450443190975,1.14612662783257,0.6588,24.925,4.28488167120755
"Hymenaea courbaril","H_DBS3_01_A1",4,"2015-11-09","H_DBS3_01_A1:8",37.23,7.5,0.201450443190975,1.21139485701035,0.6588,24.925,4.28488167120755
"Hymenaea courbaril","H_DBS3_01_A1",4,"2015-11-10","H_DBS3_01_A1:8",37.23,7.5,0.201450443190975,1.31300086509437,0.6588,24.925,4.28488167120755
"Cordia panamensis","H_DBS3_02_08",4,"2015-11-05","H_DBS3_02_08:8",8.38,7.5,0.894988066825776,2.28729709426736,0.3726,11,4.25341343624612
"Cordia panamensis","H_DBS3_02_08",4,"2015-11-06","H_DBS3_02_08:8",8.38,7.5,0.894988066825776,2.60366399446667,0.3726,11,4.25341343624612
"Cordia panamensis","H_DBS3_02_08",4,"2015-11-07","H_DBS3_02_08:8",8.38,7.5,0.894988066825776,3.17611299185278,0.3726,11,4.25341343624612
"Cordia panamensis","H_DBS3_02_08",4,"2015-11-08","H_DBS3_02_08:8",8.38,7.5,0.894988066825776,3.23912420189931,0.3726,11,4.25341343624612
"Cordia panamensis","H_DBS3_02_08",4,"2015-11-09","H_DBS3_02_08:8",8.38,7.5,0.894988066825776,3.22271144024444,0.3726,11,4.25341343624612
"Cordia panamensis","H_DBS3_02_08",4,"2015-11-10","H_DBS3_02_08:8",8.38,7.5,0.894988066825776,1.95437215892083,0.3726,11,4.25341343624612
"Hymenaea courbaril","H_DBS3_03_34",3,"2015-10-29","H_DBS3_03_34:8",43.5,7.5,0.172413793103448,11.2761352517292,0.685,24.325,3.40246708072571
"Hymenaea courbaril","H_DBS3_03_34",3,"2015-10-30","H_DBS3_03_34:8",43.5,7.5,0.172413793103448,11.3304257259306,0.685,24.325,3.40246708072571
"Hymenaea courbaril","H_DBS3_03_34",3,"2015-10-31","H_DBS3_03_34:8",43.5,7.5,0.172413793103448,11.5321429817153,0.685,24.325,3.40246708072571
"Hymenaea courbaril","H_DBS3_03_34",3,"2015-11-01","H_DBS3_03_34:8",43.5,7.5,0.172413793103448,11.6191555660972,0.685,24.325,3.40246708072571
"Hymenaea courbaril","H_DBS3_03_34",3,"2015-11-02","H_DBS3_03_34:8",43.5,7.5,0.172413793103448,11.6828683266389,0.685,24.325,3.40246708072571
"Hymenaea courbaril","H_DBS3_04_09",3,"2015-10-29","H_DBS3_04_09:8",27.01,7.5,0.277674935209182,6.00566453490417,0.7593,19.05,0.807498409981339
"Hymenaea courbaril","H_DBS3_04_09",3,"2015-10-30","H_DBS3_04_09:8",27.01,7.5,0.277674935209182,4.1493515055,0.7593,19.05,0.807498409981339
"Hymenaea courbaril","H_DBS3_04_09",3,"2015-10-31","H_DBS3_04_09:8",27.01,7.5,0.277674935209182,5.45267192300694,0.7593,19.05,0.807498409981339
"Hymenaea courbaril","H_DBS3_04_09",3,"2015-11-01","H_DBS3_04_09:8",27.01,7.5,0.277674935209182,5.72770250570139,0.7593,19.05,0.807498409981339
"Hymenaea courbaril","H_DBS3_04_09",3,"2015-11-02","H_DBS3_04_09:8",27.01,7.5,0.277674935209182,5.6857765043125,0.7593,19.05,0.807498409981339
"Cordia alliodora","H_DBS3_09_27",4,"2015-11-06","H_DBS3_09_27:8",8.98,7.5,0.835189309576837,0.574269016289674,0.5835,15.85,2.16554763381677
"Cordia alliodora","H_DBS3_09_27",4,"2015-11-07","H_DBS3_09_27:8",8.98,7.5,0.835189309576837,0,0.5835,15.85,2.16554763381677
"Cordia alliodora","H_DBS3_09_27",4,"2015-11-08","H_DBS3_09_27:8",8.98,7.5,0.835189309576837,0.121408377025521,0.5835,15.85,2.16554763381677
"Cordia alliodora","H_DBS3_09_27",4,"2015-11-09","H_DBS3_09_27:8",8.98,7.5,0.835189309576837,0.23577081207125,0.5835,15.85,2.16554763381677
"Cordia alliodora","H_DBS3_09_27",4,"2015-11-10","H_DBS3_09_27:8",8.98,7.5,0.835189309576837,0.370249602145153,0.5835,15.85,2.16554763381677
"Albizia niopoides","H_SA1_01_01",2,"2015-10-21","H_SA1_01_01:8",18.145,7.5,0.413337007440066,0.289190702515208,0.7044,16.5,3.48361869178653
"Albizia niopoides","H_SA1_01_01",2,"2015-10-22","H_SA1_01_01:8",18.145,7.5,0.413337007440066,0.206621757560833,0.7044,16.5,3.48361869178653
"Albizia niopoides","H_SA1_01_01",2,"2015-10-23","H_SA1_01_01:8",18.145,7.5,0.413337007440066,0,0.7044,16.5,3.48361869178653
"Albizia niopoides","H_SA1_01_01",2,"2015-10-24","H_SA1_01_01:8",18.145,7.5,0.413337007440066,0.0944419459478472,0.7044,16.5,3.48361869178653
"Albizia niopoides","H_SA1_01_01",2,"2015-10-25","H_SA1_01_01:8",18.145,7.5,0.413337007440066,0.0888823563508334,0.7044,16.5,3.48361869178653
"Albizia niopoides","H_SA1_01_01",2,"2015-10-26","H_SA1_01_01:8",18.145,7.5,0.413337007440066,0.0977042184090972,0.7044,16.5,3.48361869178653
"Bursera simaruba","H_SA1_02_22",2,"2015-10-22","H_SA1_02_22:8",35.595,7.5,0.210703750526759,3.10220588808125,0.3722,16.475,7.01827421356828
"Bursera simaruba","H_SA1_02_22",2,"2015-10-23","H_SA1_02_22:8",35.595,7.5,0.210703750526759,3.88440010223472,0.3722,16.475,7.01827421356828
"Bursera simaruba","H_SA1_02_22",2,"2015-10-24","H_SA1_02_22:8",35.595,7.5,0.210703750526759,3.08503539536319,0.3722,16.475,7.01827421356828
"Bursera simaruba","H_SA1_02_22",2,"2015-10-25","H_SA1_02_22:8",35.595,7.5,0.210703750526759,2.69966273406056,0.3722,16.475,7.01827421356828
"Albizia niopoides","H_SA1_03_10",4,"2015-11-05","H_SA1_03_10:8",12.725,7.5,0.589390962671906,0.896777508230556,0.6014,16.025,3.11840778484948
"Albizia niopoides","H_SA1_03_10",4,"2015-11-06","H_SA1_03_10:8",12.725,7.5,0.589390962671906,0.854580834453889,0.6014,16.025,3.11840778484948
"Albizia niopoides","H_SA1_03_10",4,"2015-11-07","H_SA1_03_10:8",12.725,7.5,0.589390962671906,0.964517347426528,0.6014,16.025,3.11840778484948
"Albizia niopoides","H_SA1_03_10",4,"2015-11-08","H_SA1_03_10:8",12.725,7.5,0.589390962671906,1.07836574835694,0.6014,16.025,3.11840778484948
"Albizia niopoides","H_SA1_03_10",4,"2015-11-09","H_SA1_03_10:8",12.725,7.5,0.589390962671906,0.920280705288889,0.6014,16.025,3.11840778484948
"Albizia niopoides","H_SA1_03_10",4,"2015-11-10","H_SA1_03_10:8",12.725,7.5,0.589390962671906,0.669990624989445,0.6014,16.025,3.11840778484948
"Bursera simaruba","H_SA1_04_08",4,"2015-11-05","H_SA1_04_08:8",20.19,7.5,0.37147102526003,1.87588017970618,0.4501,15.05,13.5663710482385
"Bursera simaruba","H_SA1_04_08",4,"2015-11-06","H_SA1_04_08:8",20.19,7.5,0.37147102526003,1.65796267744535,0.4501,15.05,13.5663710482385
"Bursera simaruba","H_SA1_04_08",4,"2015-11-07","H_SA1_04_08:8",20.19,7.5,0.37147102526003,1.64821269156667,0.4501,15.05,13.5663710482385
"Bursera simaruba","H_SA1_04_08",4,"2015-11-08","H_SA1_04_08:8",20.19,7.5,0.37147102526003,1.919119908405,0.4501,15.05,13.5663710482385
"Bursera simaruba","H_SA1_04_08",4,"2015-11-09","H_SA1_04_08:8",20.19,7.5,0.37147102526003,1.89233988378917,0.4501,15.05,13.5663710482385
"Bursera simaruba","H_SA1_04_08",4,"2015-11-10","H_SA1_04_08:8",20.19,7.5,0.37147102526003,1.8784772713341,0.4501,15.05,13.5663710482385
"Machaerium biovulatum","H_SA1_04_20",4,"2015-11-05","H_SA1_04_20:8",11.045,7.5,0.679040289723857,3.24586629577083,0.5635,15.1,9.24472301307326
"Machaerium biovulatum","H_SA1_04_20",4,"2015-11-06","H_SA1_04_20:8",11.045,7.5,0.679040289723857,3.93634803444444,0.5635,15.1,9.24472301307326
"Machaerium biovulatum","H_SA1_04_20",4,"2015-11-07","H_SA1_04_20:8",11.045,7.5,0.679040289723857,4.9272453554375,0.5635,15.1,9.24472301307326
"Machaerium biovulatum","H_SA1_04_20",4,"2015-11-08","H_SA1_04_20:8",11.045,7.5,0.679040289723857,5.03750779906944,0.5635,15.1,9.24472301307326
"Machaerium biovulatum","H_SA1_04_21",4,"2015-11-05","H_SA1_04_21:8",8.615,7.5,0.870574579222287,0.180288835527986,0.5106,11.7,1.2707968563899
"Machaerium biovulatum","H_SA1_04_21",4,"2015-11-06","H_SA1_04_21:8",8.615,7.5,0.870574579222287,0.421055602405139,0.5106,11.7,1.2707968563899
"Machaerium biovulatum","H_SA1_04_21",4,"2015-11-07","H_SA1_04_21:8",8.615,7.5,0.870574579222287,0.808638989803819,0.5106,11.7,1.2707968563899
"Machaerium biovulatum","H_SA1_04_21",4,"2015-11-08","H_SA1_04_21:8",8.615,7.5,0.870574579222287,0.892117551790833,0.5106,11.7,1.2707968563899
"Machaerium biovulatum","H_SA1_04_21",4,"2015-11-09","H_SA1_04_21:8",8.615,7.5,0.870574579222287,0.695522972563403,0.5106,11.7,1.2707968563899
"Machaerium biovulatum","H_SA1_04_21",4,"2015-11-10","H_SA1_04_21:8",8.615,7.5,0.870574579222287,0,0.5106,11.7,1.2707968563899
"Albizia niopoides","H_SA1_09_35",2,"2015-10-21","H_SA1_09_35:8",11.85,7.5,0.632911392405063,4.95223454465278,0.6568,14.225,11.1351918180827
"Albizia niopoides","H_SA1_09_35",2,"2015-10-22","H_SA1_09_35:8",11.85,7.5,0.632911392405063,5.52472620431944,0.6568,14.225,11.1351918180827
"Albizia niopoides","H_SA1_09_35",2,"2015-10-23","H_SA1_09_35:8",11.85,7.5,0.632911392405063,5.58829606302778,0.6568,14.225,11.1351918180827
"Albizia niopoides","H_SA1_09_35",2,"2015-10-24","H_SA1_09_35:8",11.85,7.5,0.632911392405063,5.45873646622917,0.6568,14.225,11.1351918180827
"Albizia niopoides","H_SA1_09_35",2,"2015-10-25","H_SA1_09_35:8",11.85,7.5,0.632911392405063,5.36647621163889,0.6568,14.225,11.1351918180827
"Albizia niopoides","H_SA1_09_35",2,"2015-10-26","H_SA1_09_35:8",11.85,7.5,0.632911392405063,5.51843597334722,0.6568,14.225,11.1351918180827
"Tabebuia impetiginosa","H_SA2_01_22",2,"2015-10-22","H_SA2_01_22:8",12.795,7.5,0.586166471277843,0.785162574991875,0.7287,12.675,9.36712911524608
"Tabebuia impetiginosa","H_SA2_01_22",2,"2015-10-23","H_SA2_01_22:8",12.795,7.5,0.586166471277843,0.809052638756042,0.7287,12.675,9.36712911524608
"Tabebuia impetiginosa","H_SA2_01_22",2,"2015-10-24","H_SA2_01_22:8",12.795,7.5,0.586166471277843,0.565811670812431,0.7287,12.675,9.36712911524608
"Tabebuia impetiginosa","H_SA2_01_22",2,"2015-10-25","H_SA2_01_22:8",12.795,7.5,0.586166471277843,0.619243880217755,0.7287,12.675,9.36712911524608
"Tabebuia impetiginosa","H_SA2_01_22",2,"2015-10-26","H_SA2_01_22:8",12.795,7.5,0.586166471277843,0.725054950672222,0.7287,12.675,9.36712911524608
"Tabebuia impetiginosa","H_SA2_03_11",4,"2015-11-05","H_SA2_03_11:8",14.23,7.5,0.527055516514406,1.22071264290486,0.7107,13,10.0358550875093
"Tabebuia impetiginosa","H_SA2_03_11",4,"2015-11-06","H_SA2_03_11:8",14.23,7.5,0.527055516514406,1.19844211024167,0.7107,13,10.0358550875093
"Tabebuia impetiginosa","H_SA2_03_11",4,"2015-11-07","H_SA2_03_11:8",14.23,7.5,0.527055516514406,1.57001600416597,0.7107,13,10.0358550875093
"Tabebuia impetiginosa","H_SA2_03_11",4,"2015-11-08","H_SA2_03_11:8",14.23,7.5,0.527055516514406,1.71567547943333,0.7107,13,10.0358550875093
"Tabebuia impetiginosa","H_SA2_03_11",4,"2015-11-09","H_SA2_03_11:8",14.23,7.5,0.527055516514406,1.49992395441042,0.7107,13,10.0358550875093
"Tabebuia impetiginosa","H_SA2_03_11",4,"2015-11-10","H_SA2_03_11:8",14.23,7.5,0.527055516514406,1.03602254595535,0.7107,13,10.0358550875093
"Tabebuia impetiginosa","H_SA2_06_36",2,"2015-10-22","H_SA2_06_36:8",12.91,7.5,0.580945003872967,2.82041647973424,0.8036,14.025,7.63160691700857
"Tabebuia impetiginosa","H_SA2_06_36",2,"2015-10-23","H_SA2_06_36:8",12.91,7.5,0.580945003872967,3.11934144636458,0.8036,14.025,7.63160691700857
"Tabebuia impetiginosa","H_SA2_06_36",2,"2015-10-24","H_SA2_06_36:8",12.91,7.5,0.580945003872967,2.5175539802875,0.8036,14.025,7.63160691700857
"Tabebuia impetiginosa","H_SA2_06_36",2,"2015-10-25","H_SA2_06_36:8",12.91,7.5,0.580945003872967,2.08511246155624,0.8036,14.025,7.63160691700857
"Tabebuia impetiginosa","H_SA2_06_36",2,"2015-10-26","H_SA2_06_36:8",12.91,7.5,0.580945003872967,2.5514697860795,0.8036,14.025,7.63160691700857
"Luehea speciosa","H_SA2_07_01",2,"2015-10-22","H_SA2_07_01:8",12.82,7.5,0.585023400936037,11.3568930304433,0.5752,13.9,1.43551706238841
"Luehea speciosa","H_SA2_07_01",2,"2015-10-23","H_SA2_07_01:8",12.82,7.5,0.585023400936037,13.0262206433194,0.5752,13.9,1.43551706238841
"Luehea speciosa","H_SA2_07_01",2,"2015-10-24","H_SA2_07_01:8",12.82,7.5,0.585023400936037,9.30091225673819,0.5752,13.9,1.43551706238841
"Luehea speciosa","H_SA2_07_01",2,"2015-10-25","H_SA2_07_01:8",12.82,7.5,0.585023400936037,7.87147280201389,0.5752,13.9,1.43551706238841
"Luehea speciosa","H_SA2_07_01",2,"2015-10-26","H_SA2_07_01:8",12.82,7.5,0.585023400936037,11.8796956265389,0.5752,13.9,1.43551706238841
"Tabebuia impetiginosa","H_SA2_07_11",2,"2015-10-22","H_SA2_07_11:8",10.28,7.5,0.729571984435798,5.80264102079861,0.78,14.85,13.1852006784025
"Tabebuia impetiginosa","H_SA2_07_11",2,"2015-10-23","H_SA2_07_11:8",10.28,7.5,0.729571984435798,5.80482483764583,0.78,14.85,13.1852006784025
"Tabebuia impetiginosa","H_SA2_07_11",2,"2015-10-24","H_SA2_07_11:8",10.28,7.5,0.729571984435798,5.52683342728472,0.78,14.85,13.1852006784025
"Tabebuia impetiginosa","H_SA2_07_11",2,"2015-10-25","H_SA2_07_11:8",10.28,7.5,0.729571984435798,5.65920483821528,0.78,14.85,13.1852006784025
"Tabebuia impetiginosa","H_SA2_07_11",2,"2015-10-26","H_SA2_07_11:8",10.28,7.5,0.729571984435798,5.68544255461111,0.78,14.85,13.1852006784025
"Tabebuia impetiginosa","H_SA2_09_23",4,"2015-11-05","H_SA2_09_23:8",14.835,7.5,0.505561172901921,6.43796813254167,0.751,15.55,7.01323716096534
"Tabebuia impetiginosa","H_SA2_09_23",4,"2015-11-06","H_SA2_09_23:8",14.835,7.5,0.505561172901921,6.32380280776389,0.751,15.55,7.01323716096534
"Tabebuia impetiginosa","H_SA2_09_23",4,"2015-11-07","H_SA2_09_23:8",14.835,7.5,0.505561172901921,6.43413752041667,0.751,15.55,7.01323716096534
"Tabebuia impetiginosa","H_SA2_09_23",4,"2015-11-08","H_SA2_09_23:8",14.835,7.5,0.505561172901921,6.58132190515972,0.751,15.55,7.01323716096534
"Tabebuia impetiginosa","H_SA2_09_23",4,"2015-11-09","H_SA2_09_23:8",14.835,7.5,0.505561172901921,6.44733356799306,0.751,15.55,7.01323716096534
